الأمانة,البلدية,البلدية التي درست الطلب,تاريخ اصدار الرخصة ميلادي,تاريخ نهاية الرخصة ميلادي,تاريخ تقديم الطلب,الغرض,حالة الرخصة,حالة الطلب,نوع سند الملكية
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,9/18/24 12:00:00 AM,8/17/27 12:00:00 AM,9/17/24 9:30:50 PM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/26/21 12:00:00 AM,11/14/25 12:00:00 AM,12/25/24 10:52:14 AM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/26/14 12:00:00 AM,12/24/16 12:00:00 AM,1/21/24 6:40:15 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/6/10 12:00:00 AM,1/31/13 12:00:00 AM,3/5/24 10:27:39 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,6/5/24 12:00:00 AM,5/26/25 12:00:00 AM,5/5/24 7:41:09 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/30/19 12:00:00 AM,4/23/25 12:00:00 AM,5/4/24 6:39:37 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,9/17/13 12:00:00 AM,9/21/25 12:00:00 AM,10/12/24 4:27:29 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,5/26/22 12:00:00 AM,4/23/25 12:00:00 AM,8/20/24 11:31:09 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,1/29/23 12:00:00 AM,12/27/25 12:00:00 AM,3/18/24 10:02:19 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/11/22 12:00:00 AM,5/10/25 12:00:00 AM,5/2/24 6:08:20 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,5/27/21 12:00:00 AM,7/19/25 12:00:00 AM,10/30/24 6:56:49 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/28/24 12:00:00 AM,2/17/25 12:00:00 AM,2/27/24 11:59:23 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/7/24 12:00:00 AM,7/28/25 12:00:00 AM,8/7/24 10:40:30 AM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/18/24 12:00:00 AM,6/17/27 12:00:00 AM,7/15/24 6:35:58 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,10/6/20 12:00:00 AM,5/13/25 12:00:00 AM,5/23/24 10:54:54 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,2/27/97 12:00:00 AM,5/3/25 12:00:00 AM,5/12/24 8:48:39 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,6/2/21 12:00:00 AM,4/30/24 12:00:00 AM,11/16/24 9:11:38 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/11/24 12:00:00 AM,2/8/27 12:00:00 AM,3/11/24 11:44:28 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,1/4/24 12:00:00 AM,12/23/24 12:00:00 AM,1/3/24 4:21:51 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/22/24 12:00:00 AM,8/21/27 12:00:00 AM,9/18/24 8:43:49 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,6/23/21 12:00:00 AM,12/15/25 12:00:00 AM,12/14/24 5:25:46 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/3/89 12:00:00 AM,7/23/90 12:00:00 AM,7/6/24 1:00:43 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/16/92 12:00:00 AM,1/27/25 12:00:00 AM,2/7/24 11:39:39 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,3/13/24 12:00:00 AM,2/10/27 12:00:00 AM,3/13/24 12:42:00 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/7/15 12:00:00 AM,4/3/18 12:00:00 AM,5/13/24 10:19:20 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/10/24 12:00:00 AM,10/30/25 12:00:00 AM,11/7/24 11:52:02 AM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/16/20 12:00:00 AM,12/29/24 12:00:00 AM,1/9/24 12:08:57 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/22/24 12:00:00 AM,10/11/25 12:00:00 AM,10/21/24 12:12:36 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/25/20 12:00:00 AM,12/29/25 12:00:00 AM,12/29/24 7:23:38 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,2/16/14 12:00:00 AM,1/13/17 12:00:00 AM,12/11/24 12:32:46 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,12/27/22 12:00:00 AM,11/24/25 12:00:00 AM,2/17/24 5:28:45 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/6/24 12:00:00 AM,2/2/27 12:00:00 AM,3/4/24 1:27:31 PM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,3/10/24 12:00:00 AM,2/6/27 12:00:00 AM,12/11/24 12:00:59 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,10/10/24 12:00:00 AM,9/8/27 12:00:00 AM,9/17/24 10:28:28 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,6/25/21 12:00:00 AM,6/22/25 12:00:00 AM,6/30/24 8:52:06 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/21/24 12:00:00 AM,12/18/26 12:00:00 AM,2/8/24 10:27:42 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/17/24 12:00:00 AM,2/14/27 12:00:00 AM,3/17/24 11:33:26 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/17/24 12:00:00 AM,6/16/27 12:00:00 AM,7/15/24 11:05:36 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/24/24 12:00:00 AM,4/13/25 12:00:00 AM,3/30/24 9:42:16 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,9/19/24 12:00:00 AM,8/18/27 12:00:00 AM,9/10/24 10:18:02 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,12/21/22 12:00:00 AM,11/18/25 12:00:00 AM,3/31/24 9:49:33 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,10/27/24 12:00:00 AM,10/16/25 12:00:00 AM,10/27/24 11:42:03 AM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/17/02 12:00:00 AM,7/15/05 12:00:00 AM,5/23/24 8:59:44 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,6/16/21 12:00:00 AM,5/14/24 12:00:00 AM,3/6/24 4:30:11 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,12/13/22 12:00:00 AM,11/10/25 12:00:00 AM,5/2/24 8:01:22 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/28/24 12:00:00 AM,7/17/25 12:00:00 AM,6/30/24 11:08:44 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,4/8/13 12:00:00 AM,3/7/16 12:00:00 AM,2/21/24 10:34:41 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/26/21 12:00:00 AM,12/26/23 12:00:00 AM,9/30/24 12:55:03 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,7/31/24 12:00:00 AM,6/30/27 12:00:00 AM,7/28/24 9:20:23 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/15/24 12:00:00 AM,7/4/25 12:00:00 AM,7/15/24 9:43:29 AM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,7/5/20 12:00:00 AM,11/1/25 12:00:00 AM,9/5/24 3:08:25 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,5/29/21 12:00:00 AM,12/16/25 12:00:00 AM,11/27/24 10:11:18 AM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/4/24 12:00:00 AM,12/2/26 12:00:00 AM,5/25/24 6:21:12 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/6/24 12:00:00 AM,6/5/27 12:00:00 AM,6/25/24 7:47:47 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,10/21/24 12:00:00 AM,9/19/27 12:00:00 AM,10/19/24 7:08:01 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/15/24 12:00:00 AM,4/14/27 12:00:00 AM,5/15/24 5:55:36 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/11/24 12:00:00 AM,3/1/25 12:00:00 AM,2/11/24 9:28:44 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,5/19/24 12:00:00 AM,4/18/27 12:00:00 AM,5/14/24 1:42:47 PM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/17/21 12:00:00 AM,5/15/24 12:00:00 AM,3/24/24 10:34:54 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,11/29/16 12:00:00 AM,5/24/25 12:00:00 AM,6/3/24 9:49:00 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية زلوم,بلدية زلوم,6/17/20 12:00:00 AM,5/3/25 12:00:00 AM,5/12/24 10:46:10 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,11/5/24 12:00:00 AM,10/3/27 12:00:00 AM,10/27/24 8:58:07 AM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,6/10/24 12:00:00 AM,5/31/25 12:00:00 AM,6/2/24 10:57:34 AM,رخصة ترميم,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,3/7/24 12:00:00 AM,2/3/27 12:00:00 AM,3/7/24 10:10:45 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,5/30/24 12:00:00 AM,5/20/25 12:00:00 AM,5/13/24 9:00:53 PM,رخصة ترميم,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/26/24 12:00:00 AM,5/16/25 12:00:00 AM,5/9/24 5:25:00 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,5/11/24 12:00:00 AM,4/10/27 12:00:00 AM,5/8/24 7:33:21 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/9/89 12:00:00 AM,12/8/91 12:00:00 AM,5/28/24 8:13:16 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/7/24 12:00:00 AM,10/5/27 12:00:00 AM,11/24/24 8:10:27 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/5/24 12:00:00 AM,1/24/25 12:00:00 AM,2/5/24 6:46:47 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/2/24 12:00:00 AM,3/31/27 12:00:00 AM,4/29/24 12:20:46 PM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/2/25 12:00:00 AM,11/30/27 12:00:00 AM,12/26/24 8:17:44 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/26/24 12:00:00 AM,2/23/27 12:00:00 AM,2/26/24 10:31:25 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/7/19 12:00:00 AM,1/5/25 12:00:00 AM,1/17/24 9:04:53 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,12/20/23 12:00:00 AM,11/17/26 12:00:00 AM,9/19/24 5:58:17 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/15/23 12:00:00 AM,12/13/25 12:00:00 AM,1/17/24 10:54:29 AM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/25/15 12:00:00 AM,5/14/23 12:00:00 AM,11/17/24 5:52:18 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
